投诉编号,投诉品牌,投诉车系,投诉车型,投诉简述,投诉问题,问题类型,投诉日期
20240419152097541025,魏牌,魏牌 摩卡DHT-PHEV,2022款 1.5T 0焦虑智享版,新款车型已经进行车机系统升级后，没有对老款车型进行升级。经询问售后客服，答复暂时没有对老款车型进行升级的信息。作为老款摩卡插混车主对此次车机升级没有包括老款车型不满，要求对老款摩卡车技进行OTA升级。,电气设备,其他,2024-04-19
20240419150453102505,宝马,宝马iX3,2021款 创领型,2024年4月12日宝马公司擅自后台更新汽车车机软件，未经车主许可，停止汽车互联驾驶功能，导致车主不能远程开启空调，远程解锁汽车等等功能，丢失QQ音乐，喜马拉雅等收藏的文件，宝马公司擅自卸载汽车车机软件，劫持汽车功能并以此谋利，在购车过程中经销商从来没有提出互联驾驶功能有使用期限到期要收费，误导和欺骗消费者，属于霸王行径，影响车主正常使用，要求恢复正常互联驾驶功能，并赔礼道歉！,销售欺诈,与宣传不符,2024-04-19
20240419150350499899,别克,别克E5,2023款 臻享标准续航版,根本得不到问题解决，充满电还是显示续航434公里。,动力电池及电源管理系统,续航里程不足,2024-04-19
20240419142710110010,雪铁龙,雪铁龙C4L,2014款 1.8L 智驱版 自动劲智型,车辆加速时，出现方向盘异常，感觉是被抢方向盘的感觉，并且方向盘不正的问题（此问题提车开始就存在，维修很多次搞不好）。现在 出现加速时抢方向的问题，检测过是车子本身的问题，现在4S店都关闭了，要求原车厂能提供免费维修，确保使用安全,转向系,跑偏,2024-04-19
20240419142152519855,奇瑞,艾瑞泽7,2013款 1.6L 手动致尚版,车身A柱右侧腐蚀锈穿，厂家同意索赔，提出的维修方案为整体更换右侧包围，对车辆损害太大。厂家不同意调整为局部切除侧围补修的方案，多次协商无果。,车身,锈蚀,2024-04-19
20240419140710153101,阿维塔,阿维塔11,2022款 长续航双电机版 4座,没有人联系我，反而为难我，非要我提供锁单的号码来接收短信。购车时已经明确告知后面不会再使用锁单的号码了，当时也是把我的很多权益都砍掉了，变相为难首任以及后续车主正常享受服务,服务态度,故意拖延,2024-04-19
20240419135956979910,凯迪拉克,凯迪拉克XT4,2020款 改款 28T 两驱豪华运动型,没有解决问题，没有道歉，没有任何处理结果,发动机,其他,2024-04-19
20240419135151575450,本田,奥德赛,2017款 2.4L 智享版,厂家客服回电，告知：“无法解决，无法处理”，请相关部门介入处理。,发动机,异响,2024-04-19
20240419133550100975,大众,朗逸,2023款 1.5L 自动五百万版,无人联系处理底盘生锈问题！,服务态度,否认质量问题,2024-04-19
20240419133452555499,大众,朗逸,2023款 1.5L 自动五百万版,无人联系处理投诉事项,制动系,锈蚀,2024-04-19
20240419131899514951,捷途,捷途X95,2020款 1.6T DCT探索Pro版 5座,变速箱顿挫一直处理不好，油门要踩到3千多转才走动，去4s售后几次都是没有得到解决，就是直接升级变速箱没有用,传动系,顿挫,2024-04-19
20240419131448555150,比亚迪,元PLUS,2022款 430KM 尊贵型,我的车跑偏，前悬内倾角差值高达约5度，4s不予处理。说车正常，没有问题。,转向系,跑偏,2024-04-19
20240419125756565110,北汽新能源,北汽新能源EV,2016款 EV160 轻秀版,江门4S店反馈信息回来必须要1到2个月时长才能处理这车的问题，甚至更长时间。要求厂家安排广州或者配件较为充足的4S店进行快速处理。我们不能接受每次车辆到了4S店就把车放在4S店2个月时间，一年只有12个月，万一一年要修两次车，那么这个车就一年的使用时间就只剩下8个月，这样不符合用车寿命逻辑。,动力电池及电源管理系统,电池衰减严重,2024-04-19
20240419123752579954,林肯,林肯MKC,2017款 2.0T 两驱尊享版,冷冻液漏到发动机（漏到1号缸）林肯4S店说这个情况要自费修理,发动机,其他,2024-04-19
20240419121355535798,路虎,揽胜极光新能源,2022款 极光L P300e 插电式电动混合版,新车交车没有提醒我看排气管是否生锈，在4S店保养2年，一次也没有提醒过我生锈严重，直到4月2号我自己发现排气管系统全面生锈，找4S店和厂家投诉一直互相推诿，不给更换新的排气管，至今快一个月了也没有一个做主的出来处理。,悬架系,锈蚀,2024-04-19
20240419120710249545,捷豹,捷豹XEL,2022款 2.0T 250PS R-DYNAMIC S进取运动版,3月22日到店里检查，到至今快一个月的时间说国内厂家检测没有问题，还要等英国的厂家出检测报告！难道需要这么一直等待你出个结果就完事了吗？我需要的不是一个检测结果，而是要保证我的人身安全，下一次要是还出现这种情况，那我是不是就得交代在高速上了！,制动系,其他,2024-04-19
20240419114451985154,丰田,威兰达,2023款 2.0L CVT两驱领先版,11月份在4S店售后座椅包真皮过程中发现购买的汽车座椅内骨架大面积生锈，4S店回复说座椅生锈为正常现象,车身,锈蚀,2024-04-19
20240419112697100102,长安,逸动,2020款 PLUS 蓝鲸NE 1.4T GDI DCT尊贵型,车辆离合器线束插头渗油，4S店说是通病，并表示出保，进行打胶处理，我不认可，要求彻底解决车辆问题。,发动机,其他,2024-04-19
20240419110650505253,丰田,亚洲龙,2022款 2.0L 进取版,不接受厂家建议。 我于2023年3月17日购买一汽丰田2022款亚洲龙2.0L进取版乘用车（车辆出厂未配置倒车雷达）。车辆着车，将档位挂入R档后，倒车蜂鸣器持续鸣音，对驾驶员心理及生理造成影响，有碍驾驶员安全驾驶。经咨询汽车经销商，表示厂家目前故障解决方案中无相关措施法改变现状。本人认为此为产品质量缺陷，有车辆行使安全隐患。希望厂家召回维修。,电气设备,其他,2024-04-19
20240419105955101494,大众,凌渡,2022款 凌渡L 280TSI DSG酷辣版,22年在李家巷104国道旁昌盛大众4S店买了一辆凌度L，一个月前在转弯的时候擦到了后车门位置，后期行驶过程中车的方向盘有点歪，正好开到12000公里想做保养，也提前把方向盘有点歪跟擦碰位置都提前照片拍给4S点售后咨询处理，售后回复说不影响，后期保养出来也正常，所有一切检测包括磕碰位置不影响车子行驶该问题出来都正常（如果当时检测出来影响，单子上也会告知顾客该维修维修该更换更换，但是并没有）。车子保养后，后续又开了3000公里，4月15日车的右后轮胎突然爆胎，当时检查出来车的左后台也磨损很严重，轮胎钢丝都出来了，立马去4S店，4S店做了四轮定位数据出来显示后面两个轮毂移位导致后轮胎吃胎严重，导致车子两个轮胎报废，问题出来后，该4S店态度来个180度大转变，直接就不承认保养检查没问题等。一致拿之前擦碰过的地方一口咬定说车子经过严重的撞击是人为导致的概不认账，我们当场问是要有多严重的撞击才会导致这种情况，售后也不回答（如果像他们说的很严重的撞击，并力度很大，那车会整体变形而不是局部，我们会选择报警走保险维修，正常开车时一点小擦碰是不可能选择报警或者走保险），把责任推卸给了顾客，态度也很不好,轮胎和车轮,磨损严重,2024-04-19
20240419105897511009,本田,本田CR-V,2023款 2.0L e:HEV 两驱智悦版,2024.4.9去签合同时说有现车，说政府补贴额度有20万，可以试试，10号去验车，后备厢有划痕，要求换车，结果只有一台了（欺诈1），要现定，又要等几天到，我就担心政府补贴没希望了，然后销售拿上牌时间来说事，提挡还要15天，领不到了，当时我说“保留车牌”上到新车，你不说（给人希望，看时间拖了又说结束了，欺诈2）因为车没到，又拖了几天时间了啊，14号发信息，说车子到了，说可以验车，第二天15号去，结果一看，全是灰，我说看不出来啊，我问什么时间提车，说交了首付款，保险，等第二天（贷款放款后）就可以提车了，17号中午叫去提车，到那边，销售也没有告知，有划痕，我自已绕了一圈看到引擎盖，左侧门中间立柱有划痕，还有左侧门后部位也有划痕，结果把车开到后面维修部，用腊擦了擦看不出来，蒙蔽双眼（欺诈3），还有大灯上方镀金条也有划痕，结果最后说不好处理，只有更换配件，还没提车，就要维修，4S店欺诈销售行为，现在要求退款。请退还我交的首付76600元、保险5536.35元，贷款10万元。,车身,其他,2024-04-19
20240419104455491015,大众,迈腾,2018款 330TSI DSG 领先型,大众迈腾的双离合变速箱问题，属于批量性质量问题，我在别的渠道了解到基本买了这个车的车主，在开了几万公里后，都会出现这个质量问题，4S店及厂家对此事也心知肚明。现在我的车同样也碰到这个批量质量问题了，4S店以车辆已过保为理由，让我花费18000更换变速箱单元，但是我认为这种批量性质量问题，也不属于人为，怎么能让消费者承担这份费用？现在因为车辆变速箱故障，已经严重影响到我开车的安全了，急求相关单位解决！！！,传动系,脱挡,2024-04-19
20240419103854515755,凯迪拉克,凯迪拉克CT5,2023款 28T 豪华型,没有收到任何经销商和厂家的电话！,发动机,故障灯亮,2024-04-19
20240419103655551005,比亚迪,秦PLUS,2023款 冠军版 DM-i 55KM超越型,买车不足三个月恶意降价两万，服务态度也不行，老百姓，这是国产，国产不支持我们，小问题不断。车才10万三个月就降两万。叫我们以后怎么支持国产？,销售欺诈,变更价格,2024-04-19
20240419102256515757,大众,朗逸,2019款 朗逸启航 1.5L 自动风尚版 国VI,厂家跟经销商根本没有联系过我，也没有给我解决,销售欺诈,出售问题车,2024-04-19
20240419101699541015,别克,君威,2024款 25T 超享版,此车辆发动机舱和驾驶舱中间的防火墙隔音效果几乎没有，在起步加速度时发动机噪音能很强烈的传到驾驶舱内，会令驾乘人员感觉很难受，正常说话交流都得大声说话。常用车地衡水首保在河北衡水德兆龙4S店做的同时反映这个问题，由于原车就是这么样的所以没给解决，也同时反映到通用别克厂家，厂家回复说别的品牌有的发动机盖都没有隔音属正常，但是没说是防火墙隔音没有。目前诉求是厂家改善此车防火墙隔音问题，谢谢！,车身,其他,2024-04-19
20240419101210157985,凯迪拉克,凯迪拉克CT5,2023款 28T 豪华型（标准版）,经销商没有主动联系我们，没接到任何厂家和经销店电话,发动机,故障灯亮,2024-04-19
20240419100910255100,红旗,红旗H5,2023款 汽车之家 CEC赛车,本人于4月16日到一汽服贸店检查，事件一，表示因为方向盘抖动，店内接待经理告知我是刹车盘发生形变导致方向盘抖动的，4s点表示帮助我向厂家提交更换申请，经过3天等待厂家拒赔了，原因:不是质量问题导致的；事件二，我曾表示车底部排气管有腐蚀情况，此问题向厂家申请索赔更换排气管，厂家也拒绝了，原因是生锈属于自然现象导致的，厂家对我提出的索赔申请未通过不认可，我认为此两处故障都是质量问题导致的，1刹车盘抖动是通病，别的车都可以继续理赔我的为什么不行，2排气管的防腐工作不到位发生腐蚀属车辆工艺本身本体，就应该会继续理赔，我目前得到的回复是让我继续行驶，那我的人身安全谁来保障。,制动系,抖动,2024-04-19
